worker,iter,latency_ms,error
0,0,3.1740,
0,1,1.4920,
0,2,1.3880,
0,3,0.7860,
0,4,1.0690,
0,5,1.0000,
0,6,1.1450,
0,7,0.9710,
0,8,1.4260,
0,9,0.7060,
0,10,1.8740,
0,11,0.7360,
0,12,1.7860,
0,13,0.8190,
0,14,0.8830,
0,15,1.1400,
0,16,0.4810,
0,17,1.1380,
0,18,0.7060,
0,19,1.2020,
0,20,1.1480,
0,21,0.5240,
0,22,1.1750,
0,23,1.2150,
0,24,1.0090,
0,25,0.3050,
0,26,1.0960,
0,27,0.3460,
0,28,1.2720,
0,29,1.2930,
0,30,1.2540,
0,31,0.8150,
0,32,1.1800,
0,33,0.6800,
0,34,1.2690,
0,35,1.5200,
0,36,1.6240,
0,37,0.5840,
0,38,1.0700,
0,39,0.9830,
0,40,1.3400,
0,41,1.1600,
0,42,0.5170,
0,43,0.9720,
0,44,1.3720,
0,45,0.7880,
0,46,1.9690,
0,47,0.3050,
0,48,1.4420,
0,49,0.7830,
0,50,1.2850,
0,51,1.0790,
0,52,1.6700,
0,53,0.9180,
0,54,1.3550,
0,55,0.8220,
0,56,1.9400,
0,57,0.7160,
0,58,1.2370,
0,59,0.3560,
0,60,1.1250,
0,61,0.5390,
0,62,0.8630,
0,63,1.6140,
0,64,1.4640,
0,65,0.9390,
0,66,2.0420,
0,67,1.1540,
0,68,0.7250,
0,69,0.2750,
0,70,1.3120,
0,71,1.4400,
0,72,0.8570,
0,73,1.5840,
0,74,0.9660,
0,75,0.3890,
0,76,1.2270,
0,77,0.6170,
0,78,0.9150,
0,79,0.7920,
0,80,1.4500,
0,81,1.2640,
0,82,1.1880,
0,83,1.2400,
0,84,1.4700,
0,85,0.6200,
0,86,2.0450,
0,87,1.4460,
0,88,0.9910,
0,89,0.7320,
0,90,0.8950,
0,91,0.9080,
0,92,1.4460,
0,93,1.0790,
0,94,1.5910,
0,95,0.2840,
0,96,1.2710,
0,97,0.3010,
0,98,1.2640,
0,99,0.4870,
0,100,0.9390,
0,101,0.5430,
0,102,1.6400,
0,103,0.6400,
0,104,1.2200,
0,105,0.7010,
0,106,1.3450,
0,107,1.0910,
0,108,0.9260,
0,109,1.0270,
0,110,1.4510,
0,111,0.6020,
0,112,1.1100,
0,113,1.2170,
0,114,0.8510,
0,115,0.7110,
0,116,0.6810,
0,117,0.6880,
0,118,1.2240,
0,119,1.3370,
0,120,0.5990,
0,121,0.9800,
0,122,1.3150,
0,123,0.4340,
0,124,1.1430,
0,125,0.6880,
0,126,1.1990,
0,127,0.9680,
0,128,1.4930,
0,129,0.4860,
0,130,0.8540,
0,131,0.9440,
0,132,1.2060,
0,133,0.4030,
0,134,1.8620,
0,135,1.6250,
0,136,1.7570,
0,137,1.0820,
0,138,1.3460,
0,139,0.7460,
0,140,1.0030,
0,141,1.0030,
0,142,0.4950,
0,143,1.2150,
0,144,1.1990,
0,145,1.5500,
0,146,1.3440,
0,147,1.4320,
0,148,1.3010,
0,149,1.9500,
0,150,2.6170,
0,151,1.2390,
0,152,1.3280,
0,153,1.4680,
0,154,2.3290,
0,155,0.3350,
0,156,1.8290,
0,157,1.5450,
0,158,2.8870,
0,159,1.0080,
0,160,1.4640,
0,161,0.3580,
0,162,1.2530,
0,163,1.1870,
0,164,1.2090,
0,165,1.6060,
0,166,1.7240,
0,167,0.5720,
0,168,1.3340,
0,169,1.8470,
0,170,1.7680,
0,171,0.9040,
0,172,1.2940,
0,173,1.1300,
0,174,0.7720,
0,175,1.1810,
0,176,1.8840,
0,177,1.5540,
0,178,1.7750,
0,179,1.9110,
0,180,1.9000,
0,181,1.6280,
0,182,1.8230,
0,183,0.6540,
0,184,1.2370,
0,185,1.6900,
0,186,2.0390,
0,187,1.8970,
0,188,1.9470,
0,189,1.6580,
0,190,1.4910,
0,191,1.8540,
0,192,1.9960,
0,193,0.5820,
0,194,2.0520,
0,195,1.3390,
0,196,0.4140,
0,197,1.0390,
0,198,1.2090,
0,199,0.4990,
1,0,2.3060,
1,1,0.8120,
1,2,1.2990,
1,3,1.3430,
1,4,0.8250,
1,5,1.7060,
1,6,0.8000,
1,7,1.2650,
1,8,0.5670,
1,9,1.5130,
1,10,1.0820,
1,11,0.6910,
1,12,1.1520,
1,13,1.9580,
1,14,1.2610,
1,15,0.7040,
1,16,1.1910,
1,17,1.2870,
1,18,0.4700,
1,19,1.0770,
1,20,0.8530,
1,21,0.7390,
1,22,1.0470,
1,23,1.4620,
1,24,0.6840,
1,25,1.5520,
1,26,0.8260,
1,27,1.2500,
1,28,0.6040,
1,29,1.0240,
1,30,0.8620,
1,31,1.7670,
1,32,0.3520,
1,33,1.0780,
1,34,1.3370,
1,35,0.9630,
1,36,0.9000,
1,37,1.0360,
1,38,1.3580,
1,39,1.1070,
1,40,1.1790,
1,41,1.2640,
1,42,0.4060,
1,43,1.0920,
1,44,1.2310,
1,45,0.8890,
1,46,0.8880,
1,47,1.2080,
1,48,0.6290,
1,49,1.1980,
1,50,0.5380,
1,51,0.9310,
1,52,0.5070,
1,53,0.8830,
1,54,1.0500,
1,55,1.4410,
1,56,0.4410,
1,57,1.3080,
1,58,0.9640,
1,59,1.1860,
1,60,1.0510,
1,61,1.6330,
1,62,0.9580,
1,63,1.2210,
1,64,0.5370,
1,65,1.7890,
1,66,1.2440,
1,67,1.5400,
1,68,0.8490,
1,69,1.3990,
1,70,2.4220,
1,71,1.5030,
1,72,1.9150,
1,73,1.3110,
1,74,0.8310,
1,75,1.1480,
1,76,1.2900,
1,77,1.4420,
1,78,0.4870,
1,79,1.2500,
1,80,0.9430,
1,81,0.7260,
1,82,0.5100,
1,83,1.1140,
1,84,1.2470,
1,85,0.6340,
1,86,0.9440,
1,87,1.4660,
1,88,1.6140,
1,89,0.9540,
1,90,0.7890,
1,91,1.1870,
1,92,1.0770,
1,93,1.2160,
1,94,0.3550,
1,95,1.6090,
1,96,0.7610,
1,97,1.1280,
1,98,0.8830,
1,99,1.3270,
1,100,1.2690,
1,101,0.7750,
1,102,1.2050,
1,103,0.8560,
1,104,0.5750,
1,105,1.0470,
1,106,0.9950,
1,107,1.3280,
1,108,1.1680,
1,109,1.5200,
1,110,1.5200,
1,111,1.4870,
1,112,0.3560,
1,113,1.2250,
1,114,1.1550,
1,115,0.8680,
1,116,1.0730,
1,117,1.2530,
1,118,1.1760,
1,119,1.2660,
1,120,0.3800,
1,121,1.1570,
1,122,1.4390,
1,123,1.2760,
1,124,0.8420,
1,125,1.0300,
