worker,iter,latency_ms,error
13,18,1.5400,
13,19,0.8760,
14,0,7.4840,
14,1,7.4420,
14,2,2.6880,
14,3,3.5470,
14,4,2.6980,
14,5,5.0890,
14,6,1.4620,
14,7,3.8680,
14,8,1.4170,
14,9,2.5770,
14,10,2.5360,
14,11,2.3670,
14,12,1.5820,
14,13,2.5070,
14,14,5.0430,
14,15,1.4700,
14,16,1.8010,
14,17,1.7900,
14,18,1.6030,
14,19,2.1330,
15,0,9.0490,
15,1,4.7530,
15,2,3.1060,
15,3,4.0920,
15,4,6.3960,
15,5,2.9630,
15,6,3.0220,
15,7,2.2200,
15,8,2.4910,
15,9,2.7080,
15,10,1.6710,
15,11,2.2180,
15,12,1.6010,
15,13,1.4400,
15,14,3.2040,
15,15,2.2640,
15,16,3.5350,
15,17,3.5960,
15,18,1.7170,
15,19,1.1290,
16,0,12.9230,
16,1,2.9530,
16,2,3.0460,
16,3,3.2530,
16,4,2.8080,
16,5,3.9680,
16,6,2.8880,
16,7,3.1040,
16,8,1.4130,
16,9,1.7420,
16,10,1.9250,
16,11,1.4300,
16,12,3.2890,
16,13,0.9620,
16,14,2.0210,
16,15,2.6830,
16,16,2.7850,
16,17,1.7720,
16,18,1.9370,
16,19,1.8400,
17,0,9.2670,
17,1,3.8050,
17,2,5.6240,
17,3,5.0640,
17,4,2.4080,
17,5,2.6670,
17,6,3.0730,
17,7,1.5640,
17,8,1.3320,
17,9,3.4790,
17,10,2.9320,
17,11,2.0140,
17,12,3.7030,
17,13,2.1010,
17,14,3.8710,
17,15,2.0430,
17,16,1.9500,
17,17,3.0520,
17,18,2.5890,
17,19,1.9660,
18,0,9.8690,
18,1,2.8480,
18,2,3.0580,
18,3,6.3850,
18,4,2.7370,
18,5,6.9880,
18,6,3.5060,
18,7,3.1420,
18,8,3.5950,
18,9,2.1240,
18,10,3.1670,
18,11,2.9710,
18,12,2.0030,
18,13,5.0090,
18,14,1.9620,
18,15,2.8640,
18,16,1.5830,
18,17,0.7910,
18,18,0.8940,
18,19,0.3610,
19,0,9.7260,
19,1,4.3170,
19,2,4.6980,
19,3,3.3660,
19,4,6.1130,
19,5,4.2740,
19,6,4.3130,
19,7,3.2460,
19,8,3.2960,
19,9,2.3470,
19,10,1.9550,
19,11,3.9210,
19,12,1.6630,
19,13,2.8470,
19,14,1.2680,
19,15,2.2700,
19,16,0.8100,
19,17,1.8130,
19,18,2.2020,
19,19,0.9650,
